ifc_id,code,facet,uniclass_title,uniclass_description,score
IfcRelAssociatesProfileDef,Ma_60_72_86_02,MA,Acrylonitrile butadiene styrene resin,,0.4941
IfcRelAssociatesProfileDef,PC_35_51_53_17,PC,Compressive strength,,0.4874
IfcRelAssociatesProfileDef,Pr_25_71_94_22,PR,Decorative continuous laminates (DCL or CPL),,0.4762
IfcRelAssociatesProfileDef,Ma_60_65_96_15,MA,Chlorinated polyvinyl chloride (CPVC),,0.476
IfcRelConnects,PC_50_34_15,PC,Connections,,0.7241
IfcRelConnects,Pr_60_70_48_47,PR,Low-voltage switch-disconnectors,,0.6233
IfcRelConnects,Pr_60_70_36_80,PR,High-voltage switch-disconnectors,,0.6118
IfcRelConnects,Pr_60_70_50_80,PR,Medium-voltage switch-disconnectors,,0.6115
IfcRelConnects,Pr_65_70_15_15,PR,Copper cable connectors,,0.6043
IfcRelConnectsElements,Ss_70_30_45_40,SS,Low-voltage site connection systems,,0.5138
IfcRelConnectsElements,Ss_75_70_85_27,SS,Electrolevel monitoring systems,,0.5013
IfcRelConnectsElements,Ss_25_16_94_16,SS,Concrete safety barrier (CSB) systems,,0.493
IfcRelConnectsElements,Ss_70_10_30_72,SS,Reciprocating internal combustion engine driven alternating current generator systems,,0.464
IfcRelConnectsElements,Ss_70_30_60_11,SS,Catenary cantilever overhead line systems,,0.4323
IfcRelConnectsPathElements,Ss_25_16_94_16,SS,Concrete safety barrier (CSB) systems,,0.4757
IfcRelConnectsPathElements,Ss_70_30_45_40,SS,Low-voltage site connection systems,,0.4744
IfcRelConnectsPathElements,Ss_70_10_30_72,SS,Reciprocating internal combustion engine driven alternating current generator systems,,0.4621
IfcRelConnectsPathElements,Ss_70_30_60_11,SS,Catenary cantilever overhead line systems,,0.4347
IfcRelConnectsPathElements,Ss_25_16_94_44,SS,Low-speed precast concrete safety parapet (PCONC) systems,,0.4342
IfcRelConnectsPortToElement,EF_80_10,EF,Cable transport,,0.5334
IfcRelConnectsPortToElement,Ss_75_30_70_15,SS,Communications based train control (CBTC) systems,,0.4671
IfcRelConnectsPortToElement,Ss_70_10_30_72,SS,Reciprocating internal combustion engine driven alternating current generator systems,,0.4373
IfcRelConnectsPortToElement,Ss_70_20_35_84,SS,Static VAR (volt-ampere reactive) compensator systems,,0.4312
IfcRelConnectsPortToElement,EF_70_20_88,EF,Transmission circuit,,0.4192
IfcRelConnectsPorts,PC_50_34_15,PC,Connections,,0.6643
IfcRelConnectsPorts,Pr_82_70_41_41,PR,Inter-carriage connectors,,0.623
IfcRelConnectsPorts,Pr_60_70_48_47,PR,Low-voltage switch-disconnectors,,0.6223
IfcRelConnectsPorts,Pr_65_70_15_15,PR,Copper cable connectors,,0.6186
IfcRelConnectsPorts,PC_50_34_75_15,PC,Service connections,,0.5947
IfcRelConnectsStructuralActivity,PC_35_63_84,PC,Structure,,0.7706
IfcRelConnectsStructuralActivity,EF_20_05,EF,Substructure,,0.6846
IfcRelConnectsStructuralActivity,EF_20,EF,Structural elements,,0.6761
IfcRelConnectsStructuralActivity,PC_35_25_18,PC,Conductivity,,0.6738
IfcRelConnectsStructuralActivity,PM_35_20,PM,Structural performance requirements,,0.6028
IfcRelConnectsStructuralMember,PC_35_63_84,PC,Structure,,0.7595
IfcRelConnectsStructuralMember,EF_20,EF,Structural elements,,0.6773
IfcRelConnectsStructuralMember,EF_20_05,EF,Substructure,,0.6712
IfcRelConnectsStructuralMember,Ro_50_20_83,RO,Structural engineer,,0.6437
IfcRelConnectsStructuralMember,Pr_20_93_85,PR,Structural units,,0.5922
IfcRelConnectsWithEccentricity,Pr_65_70_48_79,PR,Split concentric cables,,0.5881
IfcRelConnectsWithEccentricity,FI_20_15,FI,Contract (CC),,0.5559
IfcRelConnectsWithEccentricity,Pr_65_70_15_15,PR,Copper cable connectors,,0.5408
IfcRelConnectsWithEccentricity,Pr_65_70_80_87,PR,"Triaxial, concentric cables",,0.5369
IfcRelConnectsWithEccentricity,Pr_35_90_15_48,PR,Loop connectors,,0.5313
IfcRelConnectsWithRealizingElements,Ss_70_30_60_11,SS,Catenary cantilever overhead line systems,,0.439
IfcRelConnectsWithRealizingElements,Ss_70_10_30_72,SS,Reciprocating internal combustion engine driven alternating current generator systems,,0.4385
IfcRelConnectsWithRealizingElements,Ss_75_60_45,SS,Manmade disaster warning systems,,0.4224
IfcRelConnectsWithRealizingElements,Ss_20_05_50_93,SS,Unreinforced concrete foundation and plinth systems,,0.4159
IfcRelConnectsWithRealizingElements,Ss_25_16_94_44,SS,Low-speed precast concrete safety parapet (PCONC) systems,,0.3931
IfcRelContainedInSpatialStructure,FI_20_40,FI,Instruction (IN),,0.5546
IfcRelContainedInSpatialStructure,PM_70_70,PM,Structural testing information,,0.5456
IfcRelContainedInSpatialStructure,Pr_65_52_07_91,PR,Unplasticized polyvinyl chloride (PVC-U) structured wall perforated below-ground drainage pipes and fittings,,0.5074
IfcRelContainedInSpatialStructure,Pr_20_85_08_86,PR,Structural wood-composite I-joists,,0.4989
IfcRelContainedInSpatialStructure,Pr_85_50_27_40,PR,Internal combustion engines,,0.49
IfcRelCoversBldgElements,Ss_70_30_60_11,SS,Catenary cantilever overhead line systems,,0.464
IfcRelCoversBldgElements,Ss_25_16_94_16,SS,Concrete safety barrier (CSB) systems,,0.4451
IfcRelCoversBldgElements,Ss_25_16_94_44,SS,Low-speed precast concrete safety parapet (PCONC) systems,,0.4282
IfcRelCoversBldgElements,Ss_75_30_70_15,SS,Communications based train control (CBTC) systems,,0.4224
IfcRelCoversBldgElements,Ss_20_60_30_92,SS,Unreinforced concrete diaphragm retaining wall systems,,0.4175
IfcRelCoversSpaces,SL_90_20_02,SL,Air spaces,,0.7083
IfcRelCoversSpaces,SL_25_20,SL,Design spaces,,0.6765
IfcRelCoversSpaces,SL_40_05_27,SL,Esport spaces,,0.6716
IfcRelCoversSpaces,SL_90_60_01,SL,Access spaces,,0.6678
IfcRelCoversSpaces,SL_90_60_18,SL,Crawl spaces,,0.6564
IfcRelDeclares,Pr_35_90_43_04,PR,Arrises,,0.6402
IfcRelDeclares,Pr_40_70_55_27,PR,Fairleads,,0.5688
IfcRelDeclares,Pr_40_70_18_17,PR,Cremulators,,0.5682
IfcRelDeclares,Pr_70_75_70_07,PR,Balises,,0.5305
IfcRelDeclares,Pr_20_31_16,PR,Concretes,,0.5287
IfcRelDecomposes,Pr_15_57_27,PR,Geocomposites,,0.6888
IfcRelDecomposes,PC_50_34_14,PC,Components,,0.6758
IfcRelDecomposes,PC_35_65_15,PC,Composition,,0.6118
IfcRelDecomposes,Pr_30_59_09,PR,Brise-soleils and components,,0.5437
IfcRelDecomposes,Pr_20_85_16_16,PR,Composite steel and concrete columns,,0.514
IfcRelDefines,Pr_40_70_55_27,PR,Fairleads,,0.5538
IfcRelDefines,Pr_20_31_02_61,PR,"Phenolic, resorcinol and formaldehyde-based resin (PRF) thermosetting adhesives",,0.5535
IfcRelDefines,Pr_35_90_43_04,PR,Arrises,,0.5407
IfcRelDefines,Pr_60_55_97_14,PR,Clarifiers,,0.5389
IfcRelDefines,Pr_65_70_80_53,PR,Multicore screened pair low-smoke halogen-free (LSHF) axle counter cables,,0.5361
IfcRelDefinesByObject,Zz_30_60,ZZ,Objects,,0.7821
IfcRelDefinesByObject,RK_40_40,RK,Falling object risk,,0.5503
IfcRelDefinesByObject,Pr_75_50_52_12,PR,Ceilometers,,0.5375
IfcRelDefinesByObject,Pr_60_55_97_14,PR,Clarifiers,,0.4976
IfcRelDefinesByObject,Pr_60_45_34_76,PR,Screw classifiers,,0.4769
IfcRelDefinesByProperties,PC_20_45,PC,Key building properties,,0.6516
IfcRelDefinesByProperties,PC_20_30,PC,Fabrication properties,,0.6105
IfcRelDefinesByProperties,Pr_35_90_43_04,PR,Arrises,,0.6045
IfcRelDefinesByProperties,PC_20_50,PC,Manufacturer description properties,,0.5892
IfcRelDefinesByProperties,PM_35_10,PM,Quality and operational properties performance requirements,,0.5681
IfcRelDefinesByTemplate,Pr_40_10_77_56,PR,Nameplates,,0.6665
IfcRelDefinesByTemplate,FI_90_88,FI,Template (TE),,0.6595
IfcRelDefinesByTemplate,Pr_20_85_70_80,PR,Soleplates,,0.6236
IfcRelDefinesByTemplate,Pr_20_29_70_31,PR,Fishplates,,0.6053
IfcRelDefinesByTemplate,Pr_20_85_70_64,PR,Plain line baseplates,,0.5267
IfcRelDefinesByType,PC_10_65_91,PC,Type,,0.877
IfcRelDefinesByType,PC_20_77_21,PC,Day type,,0.6845
IfcRelDefinesByType,PC_50_34_86_91,PC,System type,,0.6199
IfcRelDefinesByType,PC_50_75_23,PC,Display type,,0.6097
IfcRelDefinesByType,PC_50_34_74_91,PC,Sensor type,,0.6006
IfcRelFillsElement,Ss_20_05_65_42,SS,In situ concrete cased displacement piling systems,,0.5401
IfcRelFillsElement,Ss_20_05_15_92,SS,Unreinforced concrete trench fill foundation systems,,0.4781
IfcRelFillsElement,Ss_15_30_17_14,SS,Concrete mortar or overlay systems,,0.4246
IfcRelFillsElement,Ss_70_10_30_72,SS,Reciprocating internal combustion engine driven alternating current generator systems,,0.413
IfcRelFillsElement,Ss_30_42_15_10,SS,Bonded or partially bonded cementitious levelling screed systems,,0.4123
IfcRelFlowControlElements,EF_65_80_15,EF,Controlled environments,,0.6616
IfcRelFlowControlElements,EF_75_70,EF,Control and management,,0.5989
IfcRelFlowControlElements,Ss_75_30_70_15,SS,Communications based train control (CBTC) systems,,0.5163
IfcRelFlowControlElements,Ss_75_70_96_21,SS,Desludging control systems,,0.502
IfcRelFlowControlElements,Ss_75_70_52_16,SS,Constant volume air conditioning control systems,,0.4893
IfcRelInterferesElements,Ss_30_42_15_10,SS,Bonded or partially bonded cementitious levelling screed systems,,0.4443
IfcRelInterferesElements,Ss_20_05_15_90,SS,Unreinforced concrete foundation systems for cast-in products,,0.4397
IfcRelInterferesElements,Ss_20_05_50_93,SS,Unreinforced concrete foundation and plinth systems,,0.4384
IfcRelInterferesElements,Ss_20_05_50_92,SS,Unreinforced concrete foundation for cast-in products systems,,0.4373
IfcRelInterferesElements,Ss_70_10_30_72,SS,Reciprocating internal combustion engine driven alternating current generator systems,,0.4371
IfcRelNests,Pr_40_70_18_17,PR,Cremulators,,0.572
IfcRelNests,Pr_20_31_16,PR,Concretes,,0.5645
IfcRelNests,Pr_40_70_55_27,PR,Fairleads,,0.5566
IfcRelNests,Pr_40_70_26,PR,Domestic refrigerators and freezers,,0.5308
IfcRelNests,Pr_20_31_03_76,PR,Set-accelerating concrete admixtures,,0.5263
IfcRelPositions,PC_20_32_65,PC,Point,,0.6853
IfcRelPositions,Zz_35_60,ZZ,Points,,0.608
IfcRelPositions,Pr_40_10_90_65,PR,Positional indicators,,0.6075
IfcRelPositions,PC_20_65,PC,Positional attributes,,0.6057
IfcRelPositions,PM_40_50_64,PM,Planning conditions information,,0.5932
IfcRelProjectsElement,Ss_20_05_65_42,SS,In situ concrete cased displacement piling systems,,0.4943
IfcRelProjectsElement,Ss_70_10_30_72,SS,Reciprocating internal combustion engine driven alternating current generator systems,,0.4841
IfcRelProjectsElement,Ss_70_10_30_70,SS,Reciprocating internal combustion engine,,0.4742
IfcRelProjectsElement,Ss_25_16_94_16,SS,Concrete safety barrier (CSB) systems,,0.4435
IfcRelProjectsElement,Ss_20_05_50_92,SS,Unreinforced concrete foundation for cast-in products systems,,0.4372
IfcRelReferencedInSpatialStructure,Pr_65_52_07_84,PR,Steel-reinforced polyethylene composite structured wall below-ground drainage pipelines,,0.5187
IfcRelReferencedInSpatialStructure,SL_70_30_22,SL,Direct current (d.c.) distribution room,,0.4725
IfcRelReferencedInSpatialStructure,Pr_25_71_29_86,PR,Suspended in situ concrete construction permanent insulation formwork (PIF),,0.4713
IfcRelReferencedInSpatialStructure,Pr_65_72_27_73,PR,Residual current circuit breakers with integral overcurrent protection,,0.4689
IfcRelReferencedInSpatialStructure,PC_10_90,PC,Test identifiers,,0.4671
IfcRelSequence,Pr_35_31_65_27,PR,Efflorescence control compounds,,0.5663
IfcRelSequence,Pr_80_51_51_06,PR,Audio frequency induction loop field strength meters,,0.5609
IfcRelSequence,Pr_65_70_80_46,PR,Multicore concentric screened low-smoke halogen-free (LSHF) track crossing cables with screens in contact,,0.5381
IfcRelSequence,Pr_75_50_18_48,PR,Liquid presence detection programmable control units,,0.5224
IfcRelSequence,Pr_65_70_80_53,PR,Multicore screened pair low-smoke halogen-free (LSHF) axle counter cables,,0.5038
IfcRelServicesBuildings,En_90_90_50,EN,Mechanical services buildings,,0.723
IfcRelServicesBuildings,En_20_60_10,EN,Army buildings,,0.7031
IfcRelServicesBuildings,En_20_50_29,EN,Financial and professional services buildings,,0.7006
IfcRelServicesBuildings,En_70_20_88,EN,Transmission network services buildings,,0.687
IfcRelServicesBuildings,Ro_70_50,RO,Building trades,,0.6858
IfcRelSpaceBoundary,Zz_50_10,ZZ,Boundaries,,0.6857
IfcRelSpaceBoundary,Pr_80_77_28_07,PR,Boundary boxes,,0.6524
IfcRelSpaceBoundary,PM_10_80_80,PM,Space plan,,0.5753
IfcRelSpaceBoundary,SL_90_20_02,SL,Air spaces,,0.5697
IfcRelSpaceBoundary,PC_10_45_60,PC,Space identifiers,,0.56
IfcRelSpaceBoundary1stLevel,Zz_50_10,ZZ,Boundaries,,0.6933
IfcRelSpaceBoundary1stLevel,Pr_80_77_28_07,PR,Boundary boxes,,0.5989
IfcRelSpaceBoundary1stLevel,Pr_40_30_85_80,PR,Space nets,,0.5662
IfcRelSpaceBoundary1stLevel,PM_10_80_80,PM,Space plan,,0.5652
IfcRelSpaceBoundary1stLevel,SL_35_50,SL,Welfare spaces,,0.5593
IfcRelSpaceBoundary2ndLevel,Zz_60_45,ZZ,Levels,,0.7722
IfcRelSpaceBoundary2ndLevel,SL_90_40_46,SL,Levels,,0.7722
IfcRelSpaceBoundary2ndLevel,EF_30_05_34,EF,Ground level,,0.6482
IfcRelSpaceBoundary2ndLevel,PC_20_91_47,PC,Levelness,,0.6397
IfcRelSpaceBoundary2ndLevel,EF_30_05_93,EF,Upper level,,0.585
IfcRelVoidsElement,Ss_75_70_85_27,SS,Electrolevel monitoring systems,,0.5071
IfcRelVoidsElement,Ss_30_42_15_10,SS,Bonded or partially bonded cementitious levelling screed systems,,0.4862
IfcRelVoidsElement,Ss_30_42_15_30,SS,Floating cementitious levelling screed systems,,0.4856
IfcRelVoidsElement,Ss_30_42_15_90,SS,Unbonded cementitious levelling screed systems,,0.469
IfcRelVoidsElement,Ss_40_90_40,SS,Intumescent systems,,0.452
IfcRelationship,PM_70_80,PM,Commissioning information,,0.5756
IfcRelationship,Ac_25_70,AC,Information activities,,0.5682
IfcRelationship,Ac_60_65_70,AC,Refrigeration plant and equipment commissioning,,0.5595
IfcRelationship,Ac_60,AC,"Heating, cooling and refrigeration activities",,0.5548
IfcRelationship,PM_70,PM,"Testing, commissioning and completion information",,0.5517
IfcReparametrisedCompositeCurveSegment,Pr_65_72_27_73,PR,Residual current circuit breakers with integral overcurrent protection,,0.4827
IfcReparametrisedCompositeCurveSegment,Ac_35_10_66,AC,Physiotherapy,,0.4786
IfcReparametrisedCompositeCurveSegment,Ss_20_05_65_42,SS,In situ concrete cased displacement piling systems,,0.4763
IfcReparametrisedCompositeCurveSegment,Ac_15_10_16,AC,Cone penetrometer testing (CPT),,0.4715
IfcReparametrisedCompositeCurveSegment,Pr_65_70_70_83,PR,"Screened, multicore, cross-linked elastomeric-insulated, reduced dimensions, special fire performance cables",,0.4669
IfcRepresentation,Pr_35_90_43_04,PR,Arrises,,0.5502
IfcRepresentation,PC_60_25_42,PC,Interactive,,0.5497
IfcRepresentation,RK_80_70_19,RK,Customer perception damage,,0.549
IfcRepresentation,PC_35_65_15,PC,Composition,,0.532
IfcRepresentation,PC_20_65_72_66,PC,Projecting,,0.5195
IfcRepresentationContext,Zz_20_10_90,ZZ,Text,,0.8417
IfcRepresentationContext,FI_10_60,FI,Presentation (PP),,0.6226
IfcRepresentationContext,Zz_20,ZZ,Textual content,,0.6131
IfcRepresentationContext,PC_50_34_74_23,PC,Sensor detail text,,0.5645
IfcRepresentationContext,PC_60_25_42,PC,Interactive,,0.5122
IfcRepresentationItem,PC_35_15_72,PC,Reactivity,,0.5666
IfcRepresentationItem,Pr_35_90_43_04,PR,Arrises,,0.5536
IfcRepresentationItem,PC_60_25_42,PC,Interactive,,0.5422
IfcRepresentationItem,Ss_40_90_40_40,SS,Intumescent casting systems,,0.5234
IfcRepresentationItem,Ss_20_60_30_70,SS,Reinforced concrete diaphragm retaining wall systems,,0.5181
IfcRepresentationMap,PM_30_10_58,PM,Mapping information,,0.6089
IfcRepresentationMap,PC_10_45,PC,Location identifiers,,0.5496
IfcRepresentationMap,PM_80_60_65,PM,Performance risk management information,,0.5413
IfcRepresentationMap,RK_10_90_28,RK,Unevaluated risk information management,,0.53
IfcRepresentationMap,PM_10_20_11,PM,Carbon road map,,0.5213
IfcResource,PC_10_15_92,PC,Uniform resource locator (URL),,0.6153
IfcResource,Ss_20_05_50_92,SS,Unreinforced concrete foundation for cast-in products systems,,0.5481
IfcResource,Ss_20_05_15_90,SS,Unreinforced concrete foundation systems for cast-in products,,0.5473
IfcResource,RK_50_35_90,RK,Unclear accountabilities,,0.5176
IfcResource,RK_50_40_35,RK,Failure to produce required data and information,,0.5169
IfcResourceApprovalRelationship,PC_20_70_74,PC,Relative sound,,0.5839
IfcResourceApprovalRelationship,PC_20_70_72,PC,Relative power,,0.5731
IfcResourceApprovalRelationship,PC_20_70_73,PC,Relative range,,0.5692
IfcResourceApprovalRelationship,PM_40_50_60,PM,Partnership agreement,,0.564
IfcResourceApprovalRelationship,PC_20_65_72,PC,Relative position,,0.5638
IfcResourceConstraintRelationship,PC_20_65_72,PC,Relative position,,0.6075
IfcResourceConstraintRelationship,PC_20_70_73,PC,Relative range,,0.594
IfcResourceConstraintRelationship,PC_50_34_15,PC,Connections,,0.5921
IfcResourceConstraintRelationship,FI_20_15,FI,Contract (CC),,0.5821
IfcResourceConstraintRelationship,PC_20_70,PC,Relational measurements,,0.5644
IfcResourceLevelRelationship,Ac_20_15_50,AC,Meetings,,0.582
IfcResourceLevelRelationship,Pr_15_57_25,PR,Geocells,,0.5784
IfcResourceLevelRelationship,PC_20_70_72,PC,Relative power,,0.5124
IfcResourceLevelRelationship,Pr_80_51_30_70,PR,RBC flumes,,0.4857
IfcResourceLevelRelationship,SL_20_75_70,SL,Regular care and separation unit (CaSU) cells,,0.4853
IfcResourceTime,PC_50_34_20,PC,Cure time,,0.6989
IfcResourceTime,PC_20_77_52_20,PC,Cycle time,,0.678
IfcResourceTime,PC_20_77_52_66,PC,Process time,,0.6772
IfcResourceTime,PC_50_34_72,PC,Recoat time,,0.6302
IfcResourceTime,PC_20_77_52_74,PC,Run time,,0.62
IfcRevolvedAreaSolid,Pr_35_90_43_04,PR,Arrises,,0.5454
IfcRevolvedAreaSolid,Ss_70_30_60_11,SS,Catenary cantilever overhead line systems,,0.4782
IfcRevolvedAreaSolid,Pr_75_50_20_66,PR,Proportional integral derivative (PID) controllers,,0.4665
IfcRevolvedAreaSolid,Ss_20_60_30_92,SS,Unreinforced concrete diaphragm retaining wall systems,,0.4607
IfcRevolvedAreaSolid,Ss_50_70_05_79,SS,Below-ground drainage concrete soakaway systems,,0.4606
IfcRevolvedAreaSolidTapered,Pr_35_90_43_04,PR,Arrises,,0.5413
IfcRevolvedAreaSolidTapered,Pr_60_55_97_14,PR,Clarifiers,,0.4922
IfcRevolvedAreaSolidTapered,Pr_20_31_03_84,PR,Sprayed concrete admixtures,,0.4657
IfcRevolvedAreaSolidTapered,Ss_70_20_35_84,SS,Static VAR (volt-ampere reactive) compensator systems,,0.4593
IfcRevolvedAreaSolidTapered,Ss_70_30_60_11,SS,Catenary cantilever overhead line systems,,0.4565
IfcRightCircularCone,Pr_65_70_46_15,PR,Copper solid circular lightning conductors,,0.6145
IfcRightCircularCone,Pr_20_29_14_13,PR,Circlips,,0.6122
IfcRightCircularCone,PC_20_25_46_14,PC,Circumference,,0.6008
IfcRightCircularCone,Pr_40_70_18_17,PR,Cremulators,,0.5462
IfcRightCircularCone,Pr_60_70_36_04,PR,Automatic circuit reclosers (ACRs),,0.529
IfcRightCircularCylinder,Pr_20_29_14_13,PR,Circlips,,0.6153
IfcRightCircularCylinder,Pr_65_70_46_15,PR,Copper solid circular lightning conductors,,0.5691
IfcRightCircularCylinder,PC_20_25_46_14,PC,Circumference,,0.5498
IfcRightCircularCylinder,PC_20_32_79_71,PC,Rectangular,,0.5483
IfcRightCircularCylinder,Pr_40_70_18_17,PR,Cremulators,,0.5421
IfcRigidOperation,PC_60_25_42,PC,Interactive,,0.544
IfcRigidOperation,RK_70_60_24,RK,Failure to develop and adopt information security or sensitivity classifications,,0.5425
IfcRigidOperation,Pr_75_50_20_66,PR,Proportional integral derivative (PID) controllers,,0.5424
IfcRigidOperation,PM_40_60_66,PM,Project information production methods and procedures,,0.5367
IfcRigidOperation,Pr_75_50_20_62,PR,Proportional derivative (PD) controllers,,0.5343
IfcRoad,En_80_35,EN,Road entities,,0.8992
IfcRoad,Co_80_35_75,CO,Road networks,,0.8866
IfcRoad,Co_80_35,CO,Road complexes,,0.8784
IfcRoad,SL_80_35,SL,Road spaces,,0.8769
IfcRoad,Ss_90_81,SS,Specific demand of road organizations,,0.8705
IfcRoadPart,PC_20_25_46_97,PC,Width,,0.8989
IfcRoadPart,PC_10,PC,Identifying properties,,0.8368
IfcRoadPart,PC_20,PC,Descriptive properties,,0.8363
IfcRoadPart,PC_20_67,PC,Product description properties,,0.8321
IfcRoadPart,PC_20_50,PC,Manufacturer description properties,,0.8302
IfcRoof,SL_32_80_46,SL,Living roof areas,,0.8855
IfcRoof,Ss_30_40_30_43,SS,Liquid-applied warm roof covering systems,,0.8818
IfcRoof,Ss_30_40_30_80,SS,Single-layer sheet warm roof covering systems,,0.8756
IfcRoof,Ss_30_40_50_95,SS,Zinc sheet fully supported roof covering systems,,0.8754
IfcRoof,Ss_30_40_30_40,SS,Liquid-applied cold roof covering systems,,0.8741
IfcRoofType,PC_10_65_91,PC,Type,,0.8387
IfcRoofType,PC_35_30_32,PC,Fire type,,0.6318
IfcRoofType,PC_50_34_75_91,PC,Service type,,0.5771
IfcRoofType,PC_50_25_20_98,PC,Wire type,,0.568
IfcRoofType,PC_50_15_18_91,PC,Communications cable type,,0.556
IfcRoot,En_60_60,EN,Refrigeration entities,,0.8279
IfcRoot,En_80_45_11,EN,Car garaging entities,,0.8255
IfcRoot,En_90,EN,"Circulation, storage and general entities",,0.8206
IfcRoot,En_60,EN,"Heating, cooling and refrigeration entities",,0.8197
IfcRoot,En_90_50_68,EN,Refrigerated container storage entities,,0.8183
IfcRoundedRectangleProfileDef,PC_20_05_15_50,PC,Manufacturer's recommended retail price (RRP),,0.5225
IfcRoundedRectangleProfileDef,Zz_60_45_70,ZZ,Regrade ground level,,0.5059
IfcRoundedRectangleProfileDef,RK_30_15_26,RK,Failure to confirm undertakings,,0.4965
IfcRoundedRectangleProfileDef,Ss_20_05_15_92,SS,Unreinforced concrete trench fill foundation systems,,0.4888
