ifc_id,code,facet,uniclass_title,uniclass_description,score
IfcSensor/CONTACTSENSOR,Pr_30_36_59_78,PR,Screen door closers,,0.8656
IfcSensor/COSENSOR,Pr_75_50_76_12,PR,Carbon monoxide detectors,,0.936
IfcSensor/COSENSOR,Pr_75_80_30_81,PR,Smoke and carbon monoxide multi-sensor detectors,,0.9267
IfcSensor/COSENSOR,Pr_75_50_76_65,PR,Point carbon monoxide detectors,,0.9252
IfcSensor/COSENSOR,Pr_75_80_30_13,PR,Carbon monoxide and heat multi-sensor detectors,,0.9214
IfcSensor/COSENSOR,Ma_40_33_13,MA,Carbon monoxide (CO),,0.9121
IfcSensor/EARTHQUAKESENSOR,PC_35_28_79,PC,Seismic classification,,0.8928
IfcSensor/EARTHQUAKESENSOR,Ss_75_60_55_75,SS,Seismic instrumentation systems,,0.8656
IfcSensor/EARTHQUAKESENSOR,Pr_75_50_76,PR,Sensors and detectors,,0.8631
IfcSensor/EARTHQUAKESENSOR,PC_35_05_79,PC,Sound intensity,,0.857
IfcSensor/EARTHQUAKESENSOR,Pr_20_85_76_76,PR,Seismic dampers,,0.8493
IfcSensor/FIRESENSOR,Pr_75_80_30,PR,Fire detection and alarm devices and control equipment,,0.9241
IfcSensor/FIRESENSOR,EF_75_50_28,EF,Fire and smoke detection and alarms,,0.9166
IfcSensor/FIRESENSOR,Pr_75_80_30_31,PR,Fire detection and alarm power supply equipment,,0.9055
IfcSensor/FIRESENSOR,Ss_75_50_28_29,SS,Fire detection and alarm systems,,0.9046
IfcSensor/FIRESENSOR,Ss_75_50_28,SS,Fire and smoke detection and alarm systems,,0.9027
IfcSensor/FLOWSENSOR,Pr_40_70_96_31,PR,Flow control devices,,0.8882
IfcSensor/FLOWSENSOR,Pr_70_75_94_77,PR,Sight flow indicators,,0.8772
IfcSensor/FLOWSENSOR,Ss_75_70_96_30,SS,Flow measurement and control systems,,0.8689
IfcSensor/FLOWSENSOR,Ss_75_50_33_32,SS,Flow sample gas detection and alarm systems,,0.8642
IfcSensor/FLOWSENSOR,Pr_60_45_30_31,PR,Float-activated flow control units,,0.8606
IfcSensor/FOREIGNOBJECTDETECTIONSENSOR,Pr_75_80_32,PR,Foreign object debris (FOD) detection equipment,,0.888
IfcSensor/FOREIGNOBJECTDETECTIONSENSOR,Pr_75_80_30_31,PR,Fire detection and alarm power supply equipment,,0.8813
IfcSensor/FOREIGNOBJECTDETECTIONSENSOR,Ss_75_50_26_30,SS,Foreign object debris (FOD) detection systems,,0.8807
IfcSensor/FOREIGNOBJECTDETECTIONSENSOR,Pr_75_80_42_28,PR,Intrusion and hold-up alarm external warning devices,,0.8765
IfcSensor/FOREIGNOBJECTDETECTIONSENSOR,Pr_75_80_30,PR,Fire detection and alarm devices and control equipment,,0.8744
IfcSensor/FROSTSENSOR,PC_35_65_65_32,PC,Frost damage,,0.8624
IfcSensor/FROSTSENSOR,PC_35_65_54_32,PC,Frost resistance,,0.8622
IfcSensor/FROSTSENSOR,EF_25_30_97,EF,Windows,,0.7718
IfcSensor/FROSTSENSOR,Pr_35_90_33_22,PR,Door and window weatherstrips and seals,,0.6549
IfcSensor/FROSTSENSOR,Pr_75_50_76,PR,Sensors and detectors,,0.6546
IfcSensor/GASSENSOR,EF_75_50_33,EF,Gas detection and alarms,,0.8996
IfcSensor/GASSENSOR,Pr_75_50_76_33,PR,Gas detectors,,0.8992
IfcSensor/GASSENSOR,Pr_75_50_76_88,PR,Toxic and combustible gas detectors,,0.8981
IfcSensor/GASSENSOR,Ss_75_50_33,SS,Gas detection and alarm systems,,0.8878
IfcSensor/GASSENSOR,Ss_75_50_33_30,SS,Fixed gas detection and alarm systems,,0.8852
IfcSensor/HEATSENSOR,Pr_70_60_37_50,PR,Medium or high-temperature air-to-water heat pumps,,0.8499
IfcSensor/HEATSENSOR,Pr_75_50_76,PR,Sensors and detectors,,0.6716
IfcSensor/HEATSENSOR,Pr_75_80_30_64,PR,Point heat detectors,,0.6663
IfcSensor/HEATSENSOR,Pr_75_80_30_82,PR,Smoke and heat multi-sensor detectors,,0.6626
IfcSensor/HEATSENSOR,PC_50_34_74_91,PC,Sensor type,,0.6622
IfcSensor/HUMIDITYSENSOR,Pr_75_50_76_71,PR,Relative humidity sensors,,0.7208
IfcSensor/HUMIDITYSENSOR,PC_20_70_71,PC,Relative humidity,,0.6817
IfcSensor/HUMIDITYSENSOR,Pr_75_50_52_39,PR,Humidity and temperature probes,,0.6658
IfcSensor/HUMIDITYSENSOR,PC_50_34_74_91,PC,Sensor type,,0.6554
IfcSensor/HUMIDITYSENSOR,Pr_75_50_76,PR,Sensors and detectors,,0.6545
IfcSensor/IDENTIFIERSENSOR,Pr_75_30_30_23,PR,Door status monitoring devices,,0.8612
IfcSensor/IDENTIFIERSENSOR,Pr_75_30_23_02,PR,Automatic door presence safety sensors,,0.8444
IfcSensor/IDENTIFIERSENSOR,Pr_40_70_75_75,PR,Safety access anchor devices,,0.844
IfcSensor/IDENTIFIERSENSOR,Pr_75_30_23_27,PR,Electromagnetic door hold-open and swing-free devices,,0.8417
IfcSensor/IDENTIFIERSENSOR,Pr_75_30_23_22,PR,Door access control pushpads,,0.84
IfcSensor/IONCONCENTRATIONSENSOR,PM_40_30_96,PM,Water hardness test report,,0.8805
IfcSensor/IONCONCENTRATIONSENSOR,Pr_75_50_47_97,PR,Water level sensors,,0.8696
IfcSensor/IONCONCENTRATIONSENSOR,Pr_75_50_76_97,PR,Water pressure sensors,,0.8658
IfcSensor/IONCONCENTRATIONSENSOR,PC_35_51_36,PC,Hardness,,0.8553
IfcSensor/IONCONCENTRATIONSENSOR,Pr_60_55_97_24,PR,Drinking water nitrate removal devices,,0.8509
IfcSensor/LEVELSENSOR,Pr_60_50_46_47,PR,Liquid fuel tank fill points,,0.8744
IfcSensor/LEVELSENSOR,Zz_20_40_05,ZZ,Area fill,,0.858
IfcSensor/LEVELSENSOR,Ss_50_70_80_72,SS,Rigid attenuation or storage tank for storm water flood attenuation systems,,0.8495
IfcSensor/LEVELSENSOR,Ss_50_70_05_81,SS,Below-ground drainage modular plastics attenuation or storage tank systems,,0.8374
IfcSensor/LEVELSENSOR,Pr_65_54_33_58,PR,Maximum level fill stop liquid petroleum gas (LPG) valves,,0.8309
IfcSensor/LIGHTSENSOR,Zz_80_45_30,ZZ,Light,,0.8971
IfcSensor/LIGHTSENSOR,PC_50_48_46,PC,Light source,,0.7291
IfcSensor/LIGHTSENSOR,Pr_70_70_47_21,PR,Daylight sensors,,0.6891
IfcSensor/LIGHTSENSOR,Pr_75_50_76,PR,Sensors and detectors,,0.6682
IfcSensor/LIGHTSENSOR,PC_50_34_74_91,PC,Sensor type,,0.6602
IfcSensor/MOISTURESENSOR,Pr_75_50_76_98,PR,Wood moisture sensors,,0.7371
IfcSensor/MOISTURESENSOR,PC_35_65_53,PC,Moisture content,,0.683
IfcSensor/MOISTURESENSOR,PC_35_65_54,PC,Moisture resistance,,0.6822
IfcSensor/MOISTURESENSOR,Pr_80_51_51_66,PR,Portable moisture monitors,,0.6732
IfcSensor/MOISTURESENSOR,Pr_75_50_76,PR,Sensors and detectors,,0.6541
IfcSensor/MOVEMENTSENSOR,PC_90_50,PC,Movements,,0.8004
IfcSensor/MOVEMENTSENSOR,Pr_80_51_85_45,PR,Linear movement detectors,,0.7391
IfcSensor/MOVEMENTSENSOR,Pr_75_80_42_52,PR,Microwave movement detectors,,0.7293
IfcSensor/MOVEMENTSENSOR,Pr_75_80_42_92,PR,Ultrasonic movement detectors,,0.6834
IfcSensor/MOVEMENTSENSOR,Pr_75_50_76,PR,Sensors and detectors,,0.6797
IfcSensor/OBSTACLESENSOR,RK_40_70_58,RK,Obstacle,,0.8734
IfcSensor/OBSTACLESENSOR,RK_40_40,RK,Falling object risk,,0.865
IfcSensor/OBSTACLESENSOR,Pr_75_50_76,PR,Sensors and detectors,,0.6805
IfcSensor/OBSTACLESENSOR,Pr_40_70_75_29,PR,Fall arrester devices,,0.6684
IfcSensor/OBSTACLESENSOR,Pr_75_80_42_95,PR,Vibration detectors,,0.6568
IfcSensor/PHSENSOR,PC_35_15_02,PC,Acidity,,0.8969
IfcSensor/PHSENSOR,Pr_75_50_76_61,PR,pH sensors,,0.6778
IfcSensor/PHSENSOR,PC_50_34_74_91,PC,Sensor type,,0.6463
IfcSensor/PHSENSOR,Pr_75_50_76,PR,Sensors and detectors,,0.6333
IfcSensor/PHSENSOR,Pr_75_50_76_60,PR,pH value sensors,,0.6284
IfcSensor/PRESSURESENSOR,PC_35_63_68,PC,Pressure,,0.8895
IfcSensor/PRESSURESENSOR,Pr_60_50_67_52,PR,Metal liquid or gas pressure vessels,,0.8572
IfcSensor/PRESSURESENSOR,Pr_75_50_76_68,PR,Pressure sensors,,0.8481
IfcSensor/PRESSURESENSOR,Pr_75_50_76_97,PR,Water pressure sensors,,0.7688
IfcSensor/PRESSURESENSOR,PC_35_63_68_01,PC,Air pressure,,0.7603
IfcSensor/RADIATIONSENSOR,PC_35_63_68,PC,Pressure,,0.8895
IfcSensor/RADIATIONSENSOR,Pr_60_50_67_52,PR,Metal liquid or gas pressure vessels,,0.8572
IfcSensor/RADIATIONSENSOR,Pr_75_50_76_68,PR,Pressure sensors,,0.8481
IfcSensor/RADIATIONSENSOR,Pr_75_50_76_97,PR,Water pressure sensors,,0.7688
IfcSensor/RADIATIONSENSOR,PC_35_63_68_01,PC,Air pressure,,0.7603
IfcSensor/RADIOACTIVITYSENSOR,PC_35_63_20,PC,Decay,,0.8659
IfcSensor/RADIOACTIVITYSENSOR,RK_70_50_65,RK,Failure to prevent tampering with or loss of sensitive technical components or systems,,0.8347
IfcSensor/RADIOACTIVITYSENSOR,Pr_75_50_76,PR,Sensors and detectors,,0.6385
IfcSensor/RADIOACTIVITYSENSOR,Pr_65_72_27_04,PR,Arc fault detection devices,,0.6279
IfcSensor/RADIOACTIVITYSENSOR,Pr_80_51_85_17,PR,Crack detection sensors,,0.6174
IfcSensor/RAINSENSOR,Ss_50_70_80_72,SS,Rigid attenuation or storage tank for storm water flood attenuation systems,,0.8377
IfcSensor/RAINSENSOR,PM_30_10_39,PM,Hydrological information,,0.6383
IfcSensor/RAINSENSOR,PM_30_30_98,PM,Weather forecasting information,,0.6354
IfcSensor/RAINSENSOR,PM_30_30_13,PM,Climate forecasting information,,0.6294
IfcSensor/RAINSENSOR,Pr_75_50_47_97,PR,Water level sensors,,0.6187
IfcSensor/SMOKESENSOR,Pr_75_80_30_82,PR,Smoke and heat multi-sensor detectors,,0.6872
IfcSensor/SMOKESENSOR,Pr_75_80_30_22,PR,Duct smoke detectors,,0.6759
IfcSensor/SMOKESENSOR,Pr_75_50_76,PR,Sensors and detectors,,0.668
IfcSensor/SMOKESENSOR,Pr_75_80_30_03,PR,Aspirating smoke detectors,,0.6637
IfcSensor/SMOKESENSOR,Pr_75_80_30_59,PR,Optical beam smoke detectors,,0.6527
IfcSensor/SNOWDEPTHSENSOR,PC_50_34_74_91,PC,Sensor type,,0.5905
IfcSensor/SNOWDEPTHSENSOR,Pr_75_50_52_12,PR,Ceilometers,,0.5743
IfcSensor/SNOWDEPTHSENSOR,Pr_75_50_52_65,PR,Present weather sensors,,0.5715
IfcSensor/SNOWDEPTHSENSOR,Pr_75_50_76,PR,Sensors and detectors,,0.5698
IfcSensor/SNOWDEPTHSENSOR,Pr_65_72_27_41,PR,Insulation monitoring devices,,0.5589
IfcSensor/SOUNDSENSOR,Pr_75_50_76,PR,Sensors and detectors,,0.668
IfcSensor/SOUNDSENSOR,PC_50_34_74_91,PC,Sensor type,,0.6517
IfcSensor/SOUNDSENSOR,PC_35_05_81,PC,Sound power,,0.651
IfcSensor/SOUNDSENSOR,Pr_75_80_42_95,PR,Vibration detectors,,0.632
IfcSensor/SOUNDSENSOR,Pr_70_75_06_80,PR,Sound-masking devices,,0.6261
IfcSensor/TEMPERATURESENSOR,Pr_75_50_76_03,PR,Air temperature sensors,,0.8006
IfcSensor/TEMPERATURESENSOR,Pr_75_50_76_73,PR,Room temperature sensors,,0.778
IfcSensor/TEMPERATURESENSOR,Pr_75_50_76_29,PR,Floor temperature sensors,,0.7685
IfcSensor/TEMPERATURESENSOR,Pr_65_52_34_88,PR,Temperature gauges,,0.7621
IfcSensor/TEMPERATURESENSOR,PC_35_88_91_52,PC,Mean temperature,,0.7575
IfcSensor/TRAINSENSOR,Pr_40_70,PR,Equipment,,0.8578
IfcSensor/TRAINSENSOR,EF_40_40,EF,Equipment,,0.8578
IfcSensor/TRAINSENSOR,Ss_80_70_89_30,SS,Fixed train arrestor systems,,0.8566
IfcSensor/TRAINSENSOR,SL_80_50_90,SL,Train halts,,0.8536
IfcSensor/TRAINSENSOR,Pr_20_85_89_30,PR,Fixed train arrestors,,0.8508
IfcSensor/TURNOUTCLOSURESENSOR,PC_10_45_34_34,PC,Global Positioning System (GPS) position,,0.842
IfcSensor/TURNOUTCLOSURESENSOR,Pr_20_76_71_87,PR,Tandem turnouts,,0.6927
IfcSensor/TURNOUTCLOSURESENSOR,Pr_40_10_90_65,PR,Positional indicators,,0.6469
IfcSensor/TURNOUTCLOSURESENSOR,Pr_65_72_27_04,PR,Arc fault detection devices,,0.6348
IfcSensor/TURNOUTCLOSURESENSOR,Pr_70_75_70_61,PR,Points detection equipment,,0.6304
IfcSensor/WHEELSENSOR,Pr_40_50_96,PR,Wheels,,0.7616
IfcSensor/WHEELSENSOR,Pr_65_72_27_04,PR,Arc fault detection devices,,0.6782
IfcSensor/WHEELSENSOR,Pr_40_70_73_98,PR,Wheel stops,,0.6519
IfcSensor/WHEELSENSOR,Pr_75_50_76,PR,Sensors and detectors,,0.6433
IfcSensor/WHEELSENSOR,Ss_82_70_70_97,SS,Wheelset systems,,0.6132
IfcSensor/WINDSENSOR,Ss_75_70_96_30,SS,Flow measurement and control systems,,0.8603
IfcSensor/WINDSENSOR,Pr_40_70_31_69,PR,Refrigerated display cabinet airflow equipment,,0.8559
IfcSensor/WINDSENSOR,Ss_75_50_33_32,SS,Flow sample gas detection and alarm systems,,0.8552
IfcSensor/WINDSENSOR,Pr_75_80_30,PR,Fire detection and alarm devices and control equipment,,0.85
IfcSensor/WINDSENSOR,EF_75_50_33,EF,Gas detection and alarms,,0.8486
IfcSensor/USERDEFINED,Pr_80_51_85_27,PR,Electrolevel sensor and microelectromechanical units,,0.4975
IfcSensor/USERDEFINED,Pr_60_55_97_14,PR,Clarifiers,,0.4878
IfcSensor/USERDEFINED,PM_10_20_92,PM,User requirement document,,0.4784
IfcSensor/USERDEFINED,Ss_70_20_35_84,SS,Static VAR (volt-ampere reactive) compensator systems,,0.4708
IfcSensor/USERDEFINED,Pr_75_80_30_13,PR,Carbon monoxide and heat multi-sensor detectors,,0.4626
IfcSensor/NOTDEFINED,PC_50_37_36_93,PC,Unconditioned,,0.5805
IfcSensor/NOTDEFINED,Pr_60_55_97_14,PR,Clarifiers,,0.5119
IfcSensor/NOTDEFINED,PM_80_10_56,PM,Non-conformance notification,,0.4929
IfcSensor/NOTDEFINED,RK_30_40_59,RK,Not managing finances in accordance with financial constraints,,0.4928
IfcSensor/NOTDEFINED,Ro_10_10_58,RO,Non-executive director,,0.4851
IfcSensorType/CO2SENSOR,Pr_75_50_76_10,PR,Carbon dioxide sensors,,0.937
IfcSensorType/CO2SENSOR,Pr_65_54_30_11,PR,Carbon dioxide odorizing devices,,0.9241
IfcSensorType/CO2SENSOR,Ma_40_33_12,MA,Carbon dioxide (CO2),,0.9071
IfcSensorType/CO2SENSOR,Pr_75_80_30_13,PR,Carbon monoxide and heat multi-sensor detectors,,0.8929
IfcSensorType/CO2SENSOR,Pr_75_80_30_81,PR,Smoke and carbon monoxide multi-sensor detectors,,0.8915
IfcSensorType/CONDUCTANCESENSOR,PC_35_25_17,PC,Conductance,,0.9036
IfcSensorType/CONDUCTANCESENSOR,PC_35_25_31,PC,Electrical susceptance,,0.8873
IfcSensorType/CONDUCTANCESENSOR,Pr_75_50_33_25,PR,Electrical actuation devices,,0.8867
IfcSensorType/CONDUCTANCESENSOR,PC_35_25,PC,Electrical characteristics,,0.8814
IfcSensorType/CONDUCTANCESENSOR,Pr_65_72_27,PR,Electrical protective devices,,0.8798
IfcSensorType/CONTACTSENSOR,Pr_75_30_30_23,PR,Door status monitoring devices,,0.9074
IfcSensorType/CONTACTSENSOR,Pr_75_30_23_02,PR,Automatic door presence safety sensors,,0.8871
IfcSensorType/CONTACTSENSOR,Pr_30_36_59_15,PR,Controlled door closers,,0.868
IfcSensorType/CONTACTSENSOR,Pr_75_30_23_27,PR,Electromagnetic door hold-open and swing-free devices,,0.8658
IfcSensorType/CONTACTSENSOR,Pr_30_36_59_78,PR,Screen door closers,,0.8656
IfcSensorType/COSENSOR,Pr_75_50_76_12,PR,Carbon monoxide detectors,,0.936
IfcSensorType/COSENSOR,Pr_75_80_30_81,PR,Smoke and carbon monoxide multi-sensor detectors,,0.9267
IfcSensorType/COSENSOR,Pr_75_50_76_65,PR,Point carbon monoxide detectors,,0.9252
IfcSensorType/COSENSOR,Pr_75_80_30_13,PR,Carbon monoxide and heat multi-sensor detectors,,0.9214
IfcSensorType/COSENSOR,Ma_40_33_13,MA,Carbon monoxide (CO),,0.9121
IfcSensorType/EARTHQUAKESENSOR,PC_35_28_79,PC,Seismic classification,,0.8928
IfcSensorType/EARTHQUAKESENSOR,Ss_75_60_55_75,SS,Seismic instrumentation systems,,0.8656
IfcSensorType/EARTHQUAKESENSOR,Pr_75_50_76,PR,Sensors and detectors,,0.8631
IfcSensorType/EARTHQUAKESENSOR,PC_35_05_79,PC,Sound intensity,,0.857
IfcSensorType/EARTHQUAKESENSOR,Pr_20_85_76_76,PR,Seismic dampers,,0.8493
IfcSensorType/FIRESENSOR,Pr_75_80_30,PR,Fire detection and alarm devices and control equipment,,0.9241
IfcSensorType/FIRESENSOR,EF_75_50_28,EF,Fire and smoke detection and alarms,,0.9166
IfcSensorType/FIRESENSOR,Pr_75_80_30_31,PR,Fire detection and alarm power supply equipment,,0.9055
IfcSensorType/FIRESENSOR,Ss_75_50_28_29,SS,Fire detection and alarm systems,,0.9046
IfcSensorType/FIRESENSOR,Ss_75_50_28,SS,Fire and smoke detection and alarm systems,,0.9027
IfcSensorType/FLOWSENSOR,Pr_40_70_96_31,PR,Flow control devices,,0.8882
IfcSensorType/FLOWSENSOR,Pr_70_75_94_77,PR,Sight flow indicators,,0.8772
IfcSensorType/FLOWSENSOR,Ss_75_70_96_30,SS,Flow measurement and control systems,,0.8689
IfcSensorType/FLOWSENSOR,Ss_75_50_33_32,SS,Flow sample gas detection and alarm systems,,0.8642
IfcSensorType/FLOWSENSOR,Pr_60_45_30_31,PR,Float-activated flow control units,,0.8606
IfcSensorType/FOREIGNOBJECTDETECTIONSENSOR,Pr_75_80_32,PR,Foreign object debris (FOD) detection equipment,,0.888
IfcSensorType/FOREIGNOBJECTDETECTIONSENSOR,Pr_75_80_30_31,PR,Fire detection and alarm power supply equipment,,0.8813
IfcSensorType/FOREIGNOBJECTDETECTIONSENSOR,Ss_75_50_26_30,SS,Foreign object debris (FOD) detection systems,,0.8807
IfcSensorType/FOREIGNOBJECTDETECTIONSENSOR,Pr_75_80_42_28,PR,Intrusion and hold-up alarm external warning devices,,0.8765
IfcSensorType/FOREIGNOBJECTDETECTIONSENSOR,Pr_75_80_30,PR,Fire detection and alarm devices and control equipment,,0.8744
IfcSensorType/FROSTSENSOR,PC_35_65_65_32,PC,Frost damage,,0.8624
IfcSensorType/FROSTSENSOR,PC_35_65_54_32,PC,Frost resistance,,0.8622
IfcSensorType/FROSTSENSOR,EF_25_30_97,EF,Windows,,0.7718
IfcSensorType/FROSTSENSOR,Pr_35_90_33_22,PR,Door and window weatherstrips and seals,,0.6549
IfcSensorType/FROSTSENSOR,Pr_75_50_76,PR,Sensors and detectors,,0.6546
IfcSensorType/GASSENSOR,EF_75_50_33,EF,Gas detection and alarms,,0.8996
IfcSensorType/GASSENSOR,Pr_75_50_76_33,PR,Gas detectors,,0.8992
IfcSensorType/GASSENSOR,Pr_75_50_76_88,PR,Toxic and combustible gas detectors,,0.8981
IfcSensorType/GASSENSOR,Ss_75_50_33,SS,Gas detection and alarm systems,,0.8878
IfcSensorType/GASSENSOR,Ss_75_50_33_30,SS,Fixed gas detection and alarm systems,,0.8852
IfcSensorType/HEATSENSOR,Pr_70_60_37_50,PR,Medium or high-temperature air-to-water heat pumps,,0.8499
IfcSensorType/HEATSENSOR,Pr_75_50_76,PR,Sensors and detectors,,0.6716
IfcSensorType/HEATSENSOR,Pr_75_80_30_64,PR,Point heat detectors,,0.6663
IfcSensorType/HEATSENSOR,Pr_75_80_30_82,PR,Smoke and heat multi-sensor detectors,,0.6626
IfcSensorType/HEATSENSOR,PC_50_34_74_91,PC,Sensor type,,0.6622
IfcSensorType/HUMIDITYSENSOR,Pr_75_50_76_71,PR,Relative humidity sensors,,0.7208
IfcSensorType/HUMIDITYSENSOR,PC_20_70_71,PC,Relative humidity,,0.6817
IfcSensorType/HUMIDITYSENSOR,Pr_75_50_52_39,PR,Humidity and temperature probes,,0.6658
IfcSensorType/HUMIDITYSENSOR,PC_50_34_74_91,PC,Sensor type,,0.6554
IfcSensorType/HUMIDITYSENSOR,Pr_75_50_76,PR,Sensors and detectors,,0.6545
IfcSensorType/IDENTIFIERSENSOR,Pr_75_30_30_23,PR,Door status monitoring devices,,0.8612
IfcSensorType/IDENTIFIERSENSOR,Pr_75_30_23_02,PR,Automatic door presence safety sensors,,0.8444
IfcSensorType/IDENTIFIERSENSOR,Pr_40_70_75_75,PR,Safety access anchor devices,,0.844
IfcSensorType/IDENTIFIERSENSOR,Pr_75_30_23_27,PR,Electromagnetic door hold-open and swing-free devices,,0.8417
IfcSensorType/IDENTIFIERSENSOR,Pr_75_30_23_22,PR,Door access control pushpads,,0.84
IfcSensorType/IONCONCENTRATIONSENSOR,PM_40_30_96,PM,Water hardness test report,,0.8805
IfcSensorType/IONCONCENTRATIONSENSOR,Pr_75_50_47_97,PR,Water level sensors,,0.8696
IfcSensorType/IONCONCENTRATIONSENSOR,Pr_75_50_76_97,PR,Water pressure sensors,,0.8658
IfcSensorType/IONCONCENTRATIONSENSOR,PC_35_51_36,PC,Hardness,,0.8553
IfcSensorType/IONCONCENTRATIONSENSOR,Pr_60_55_97_24,PR,Drinking water nitrate removal devices,,0.8509
IfcSensorType/LEVELSENSOR,Pr_60_50_46_47,PR,Liquid fuel tank fill points,,0.8744
IfcSensorType/LEVELSENSOR,Zz_20_40_05,ZZ,Area fill,,0.858
IfcSensorType/LEVELSENSOR,Ss_50_70_80_72,SS,Rigid attenuation or storage tank for storm water flood attenuation systems,,0.8495
IfcSensorType/LEVELSENSOR,Ss_50_70_05_81,SS,Below-ground drainage modular plastics attenuation or storage tank systems,,0.8374
IfcSensorType/LEVELSENSOR,Pr_65_54_33_58,PR,Maximum level fill stop liquid petroleum gas (LPG) valves,,0.8309
IfcSensorType/LIGHTSENSOR,Zz_80_45_30,ZZ,Light,,0.8971
IfcSensorType/LIGHTSENSOR,PC_50_48_46,PC,Light source,,0.7291
IfcSensorType/LIGHTSENSOR,Pr_70_70_47_21,PR,Daylight sensors,,0.6891
IfcSensorType/LIGHTSENSOR,Pr_75_50_76,PR,Sensors and detectors,,0.6682
IfcSensorType/LIGHTSENSOR,PC_50_34_74_91,PC,Sensor type,,0.6602
IfcSensorType/MOISTURESENSOR,Pr_75_50_76_98,PR,Wood moisture sensors,,0.7371
IfcSensorType/MOISTURESENSOR,PC_35_65_53,PC,Moisture content,,0.683
IfcSensorType/MOISTURESENSOR,PC_35_65_54,PC,Moisture resistance,,0.6822
IfcSensorType/MOISTURESENSOR,Pr_80_51_51_66,PR,Portable moisture monitors,,0.6732
IfcSensorType/MOISTURESENSOR,Pr_75_50_76,PR,Sensors and detectors,,0.6541
IfcSensorType/MOVEMENTSENSOR,PC_90_50,PC,Movements,,0.8004
IfcSensorType/MOVEMENTSENSOR,Pr_80_51_85_45,PR,Linear movement detectors,,0.7391
IfcSensorType/MOVEMENTSENSOR,Pr_75_80_42_52,PR,Microwave movement detectors,,0.7293
IfcSensorType/MOVEMENTSENSOR,Pr_75_80_42_92,PR,Ultrasonic movement detectors,,0.6834
IfcSensorType/MOVEMENTSENSOR,Pr_75_50_76,PR,Sensors and detectors,,0.6797
IfcSensorType/OBSTACLESENSOR,RK_40_70_58,RK,Obstacle,,0.8734
IfcSensorType/OBSTACLESENSOR,RK_40_40,RK,Falling object risk,,0.865
IfcSensorType/OBSTACLESENSOR,Pr_75_50_76,PR,Sensors and detectors,,0.6805
IfcSensorType/OBSTACLESENSOR,Pr_40_70_75_29,PR,Fall arrester devices,,0.6684
IfcSensorType/OBSTACLESENSOR,Pr_75_80_42_95,PR,Vibration detectors,,0.6568
IfcSensorType/PHSENSOR,PC_35_15_02,PC,Acidity,,0.8969
IfcSensorType/PHSENSOR,Pr_75_50_76_61,PR,pH sensors,,0.6778
IfcSensorType/PHSENSOR,PC_50_34_74_91,PC,Sensor type,,0.6463
IfcSensorType/PHSENSOR,Pr_75_50_76,PR,Sensors and detectors,,0.6333
IfcSensorType/PHSENSOR,Pr_75_50_76_60,PR,pH value sensors,,0.6284
IfcSensorType/PRESSURESENSOR,PC_35_63_68,PC,Pressure,,0.8895
IfcSensorType/PRESSURESENSOR,Pr_60_50_67_52,PR,Metal liquid or gas pressure vessels,,0.8572
IfcSensorType/PRESSURESENSOR,Pr_75_50_76_68,PR,Pressure sensors,,0.8481
IfcSensorType/PRESSURESENSOR,Pr_75_50_76_97,PR,Water pressure sensors,,0.7688
IfcSensorType/PRESSURESENSOR,PC_35_63_68_01,PC,Air pressure,,0.7603
IfcSensorType/RADIATIONSENSOR,PC_35_63_68,PC,Pressure,,0.8895
IfcSensorType/RADIATIONSENSOR,Pr_60_50_67_52,PR,Metal liquid or gas pressure vessels,,0.8572
IfcSensorType/RADIATIONSENSOR,Pr_75_50_76_68,PR,Pressure sensors,,0.8481
IfcSensorType/RADIATIONSENSOR,Pr_75_50_76_97,PR,Water pressure sensors,,0.7688
IfcSensorType/RADIATIONSENSOR,PC_35_63_68_01,PC,Air pressure,,0.7603
IfcSensorType/RADIOACTIVITYSENSOR,PC_35_63_20,PC,Decay,,0.8659
IfcSensorType/RADIOACTIVITYSENSOR,RK_70_50_65,RK,Failure to prevent tampering with or loss of sensitive technical components or systems,,0.8347
IfcSensorType/RADIOACTIVITYSENSOR,Pr_75_50_76,PR,Sensors and detectors,,0.6385
IfcSensorType/RADIOACTIVITYSENSOR,Pr_65_72_27_04,PR,Arc fault detection devices,,0.6279
IfcSensorType/RADIOACTIVITYSENSOR,Pr_80_51_85_17,PR,Crack detection sensors,,0.6174
IfcSensorType/RAINSENSOR,Ss_50_70_80_72,SS,Rigid attenuation or storage tank for storm water flood attenuation systems,,0.8377
IfcSensorType/RAINSENSOR,PM_30_10_39,PM,Hydrological information,,0.6383
IfcSensorType/RAINSENSOR,PM_30_30_98,PM,Weather forecasting information,,0.6354
IfcSensorType/RAINSENSOR,PM_30_30_13,PM,Climate forecasting information,,0.6294
IfcSensorType/RAINSENSOR,Pr_75_50_47_97,PR,Water level sensors,,0.6187
IfcSensorType/SMOKESENSOR,Pr_75_80_30_82,PR,Smoke and heat multi-sensor detectors,,0.6872
IfcSensorType/SMOKESENSOR,Pr_75_80_30_22,PR,Duct smoke detectors,,0.6759
IfcSensorType/SMOKESENSOR,Pr_75_50_76,PR,Sensors and detectors,,0.668
IfcSensorType/SMOKESENSOR,Pr_75_80_30_03,PR,Aspirating smoke detectors,,0.6637
IfcSensorType/SMOKESENSOR,Pr_75_80_30_59,PR,Optical beam smoke detectors,,0.6527
